model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
4433.001.224,012611501753,American Standard 4433.001.224,American Standard 4433.001.224 Oil Rubbed Bronze Quince 2.2 GPM Kitchen Faucet with Color-Matched Sprayer,American Standard,Ground,0,290,11
4508.101.002,012611523571,American Standard 4508.101.002,"American Standard 4508.101.002 Chrome Princeton Monoblock Lavatory 1.5 GPM Faucet with Metal Lever Handle, Optional Escutcheon Plate, and Metal Speed Connect Pop-Up Drain",American Standard,Ground,0,189,11
4508.101.224,012611523588,American Standard 4508.101.224,"American Standard 4508.101.224 Oil Rubbed Bronze Princeton Monoblock Lavatory 1.5 GPM Faucet with Metal Lever Handle, Optional Escutcheon Plate, and Metal Speed Connect Pop-Up Drain",American Standard,Ground,0,265,11
4508.101.295,012611523595,American Standard 4508.101.295,"American Standard 4508.101.295 Satin Princeton Monoblock Lavatory 1.5 GPM Faucet with Metal Lever Handle, Optional Escutcheon Plate, and Metal Speed Connect Pop-Up Drain",American Standard,Ground,0,265,11
4508.201.002,012611382048,American Standard 4508.201.002,American Standard 4508.201.002 Chrome Princeton Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,144,11
4508.201.224,012611501555,American Standard 4508.201.224,American Standard 4508.201.224 Oil Rubbed Bronze Princeton Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,202,11
4508.201.295,012611382253,American Standard 4508.201.295,American Standard 4508.201.295 Satin Princeton Centerset 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,2,202,11
4508.801.002,012611382376,American Standard 4508.801.002,American Standard 4508.801.002 Chrome Princeton Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain ,American Standard,Ground,0,300,11
4508.801.224,012611501562,American Standard 4508.801.224,American Standard 4508.801.224 Oil Rubbed Bronze Princeton Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,422,11
4508.801.295,012611382260,American Standard 4508.801.295,American Standard 4508.801.295 Satin Princeton Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,422,11
4751.732.002,012611270673,American Standard 4751.732.002,American Standard 4751.732.002 Chrome Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,0,278,11
4751.732.224,012611501739,American Standard 4751.732.224,American Standard 4751.732.224 Oil Rubbed Bronze Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,0,416,11
4751.732.295,012611270734,American Standard 4751.732.295,American Standard 4751.732.295 Satin Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,2,416,11
4771.732.002,012611180033,American Standard 4771.732.002,American Standard 4771.732.002 Chrome Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,0,277,11
4771.732.224,012611501722,American Standard 4771.732.224,American Standard 4771.732.224 Oil Rubbed Bronze Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,0,415,11
4771.732.295,012611238260,American Standard 4771.732.295,American Standard 4771.732.295 Satin Hampton Bottom Mount 2.2 GPM Kitchen Faucet with Metal Lever Handles and Color Matched Hand Sprayer,American Standard,Ground,0,415,11
4800.000.002,012611179785,American Standard 4800.000.002,American Standard 4800.000.002 Chrome Heritage Widespread 1.5 GPM Faucet with No Handles,American Standard,Ground,0,206,10
4801.000.002,012611179730,American Standard 4801.000.002,American Standard 4801.000.002 Chrome Heritage Widespread 1.5 GPM Faucet with No Handles and Metal Pop-Up Drain,American Standard,Ground,1,269,11
4802.000.002,012611179808,American Standard 4802.000.002,American Standard 4802.000.002 Chrome Heritage Widespread 1.5 GPM Faucet with No Handles and Grid Drain,American Standard,Ground,0,237,11
5400.000.002,012611178313,American Standard 5400.000.002,American Standard 5400.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with No Handles,American Standard,Ground,3,136,10
5400.142H.002,012611178399,American Standard 5400.142H.002,American Standard 5400.142H.002 Chrome Heritage Centerset Lavatory Faucet with Metal Lever Handles with Red and Blue Indicators,American Standard,Ground,0,190,11
5400.172H.002,012611178450,American Standard 5400.172H.002,American Standard 5400.172H.002 Chrome Heritage Centerset Lavatory Faucet with Wrist Blade Handles with Red and Blue Indicators,American Standard,Ground,0,209,11
5401.000.002,012611177958,American Standard 5401.000.002,American Standard 5401.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with No Handles and Metal Pop-Up Drain,American Standard,Ground,0,207,11
5402.000.002,012611178603,American Standard 5402.000.002,American Standard 5402.000.002 Chrome Heritage Centerset 1.5 GPM Lavatory Faucet with No Handles and Grid Drain,American Standard,Ground,0,160,11
5500.140.002,012611086489,American Standard 5500.140.002,American Standard 5500.140.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Lever Handles,American Standard,Ground,0,160,11
5500.145.002,012611463587,American Standard 5500.145.002,American Standard 5500.145.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Lever Handles,American Standard,Ground,0,168,11
5500.170.002,012611086519,American Standard 5500.170.002,American Standard 5500.170.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Wrist Blade Handles,American Standard,Ground,1,173,11
5500.174.002,012611501203,American Standard 5500.174.002,American Standard 5500.174.002 Chrome Monterrey Commercial Centerset 0.35 GPM Faucet with Wrist Blade Handles with Red and Blue Indicators,American Standard,Ground,0,183,11
5500.175.002,012611463594,American Standard 5500.175.002,American Standard 5500.175.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Wrist Blade Handles,American Standard,Ground,0,183,11
5501.140.002,012611086465,American Standard 5501.140.002,American Standard 5501.140.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Lever Handles and Drain,American Standard,Ground,0,183,11
5501.145.002,012611464201,American Standard 5501.145.002,American Standard 5501.145.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Lever Handles and Drain,American Standard,Ground,0,191,11
5501.170.002,012611086496,American Standard 5501.170.002,American Standard 5501.170.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Wrist Blade Handles and Drain,American Standard,Ground,1,196,11
5501.175.002,012611464218,American Standard 5501.175.002,American Standard 5501.175.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Wrist Blade Handles and Drain,American Standard,Ground,0,204,11
5502.140.002,012611086472,American Standard 5502.140.002,American Standard 5502.140.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Lever Handles and Grid Drain,American Standard,Ground,0,173,11
5502.145.002,012611464225,American Standard 5502.145.002,American Standard 5502.145.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Lever Handles and Grid Drain0.5 GPM,American Standard,Ground,0,183,11
5502.170.002,012611086502,American Standard 5502.170.002,American Standard 5502.170.002 Chrome Monterrey Commercial Centerset 1.5 GPM Faucet with Lever Handles and Grid Drain,American Standard,Ground,1,189,11
5502.175.002,012611464232,American Standard 5502.175.002,American Standard 5502.175.002 Chrome Monterrey Commercial Centerset 0.5 GPM Faucet with Wrist Blade Handles with Grid Drain,American Standard,Ground,0,198,11
6028.201.002,012611375620,American Standard 6028.201.002,American Standard 6028.201.002 Chrome Dazzle Centerset 1.5 GPM Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,268,11
6028.201.224,012611501623,American Standard 6028.201.224,American Standard 6028.201.224 Oil Rubbed Bronze Dazzle Centerset 1.5 GPM Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,378,11
6028.201.295,012611375637,American Standard 6028.201.295,American Standard 6028.201.295 Satin Dazzle Centerset 1.5 GPM Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,378,11
6028.801.002,012611369322,American Standard 6028.801.002,American Standard 6028.801.002 Chrome Dazzle Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,427,11
6028.801.224,012611501647,American Standard 6028.801.224,American Standard 6028.801.224 Oil Rubbed Bronze Dazzle Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,600,11
6028.801.295,012611369476,American Standard 6028.801.295,American Standard 6028.801.295 Satin Dazzle Widespread 1.5 GPM Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,2,600,11
6055.102.002,012611377969,American Standard 6055.102.002,American Standard 6055.102.002 Chrome 1.5 GPM Vandal-Resistant Battery Powered Selectronic Proximity Faucet,American Standard,Ground,4,515,11
6055.104.002,012611500893,American Standard 6055.104.002,American Standard 6055.104.002 Chrome Battery Powered Selectronic Proximity Metering Faucet,American Standard,Ground,0,515,11
6055.105.002,012611377976,American Standard 6055.105.002,American Standard 6055.105.002 Chrome 0.5 GPM Vandal-Resistant Battery Powered Selectronic Proximity Faucet,American Standard,Ground,1,515,11
6055.163.002,012611378768,American Standard 6055.163.002,American Standard 6055.163.002 Chrome 1.5 GPM Vandal-Resistant Battery Powered Selectronic Proximity Faucet,American Standard,Ground,0,580,11
6055.164.002,012611500930,American Standard 6055.164.002,American Standard 6055.164.002 Chrome Battery Powered Selectronic Proximity Metering Faucets with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6055.165.002,012611378010,American Standard 6055.165.002,American Standard 6055.165.002 Chrome Vandal-Resistant Battery Powered Selectronic Proximity Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6055.193.002,012611491252,American Standard 6055.193.002,American Standard 6055.193.002 Chrome Battery Powered Selectronic IC Proximity Faucet with 5-in Rigid Gooseneck Spout,American Standard,Ground,0,595,11
6055.202.002,012611378027,American Standard 6055.202.002,American Standard 6055.202.002 Chrome Innsbrook 1.5 GPM Vandal Resistant Battery Powered Faucet with Selestronic Technology,American Standard,Ground,0,509,11
6055.204.002,012611500916,American Standard 6055.204.002,American Standard 6055.204.002 Chrome Innsbrook Battery Powered Selectronic Proximity Metering Faucet,American Standard,Ground,0,509,11
6055.205.002,012611378034,American Standard 6055.205.002,American Standard 6055.205.002 Chrome Innsbrook Vandal-Resistant Battery Powered Faucet with Selectronic Technology,American Standard,Ground,1,509,11
6056.102.002,012611378041,American Standard 6056.102.002,American Standard 6056.102.002 Chrome AC Powered Selectronic Proximity 1.5 GPM Faucet with Cast Spout,American Standard,Ground,0,515,11
6056.104.002,012611500909,American Standard 6056.104.002,American Standard 6056.104.002 Chrome AC Powered Selectronic Proximity Metering Faucet with Cast Spout,American Standard,Ground,0,515,11
6056.105.002,012611378058,American Standard 6056.105.002,American Standard 6056.105.002 Chrome Vandal-Resistant AC Powered Selectronic Proximity 0.5 GPM Faucet with Cast Spout,American Standard,Ground,0,515,11
6056.163.002,012611378782,American Standard 6056.163.002,American Standard 6056.163.002 Chrome Vandal-Resistant AC Powered Selectronic Proximity 1.5 GPM Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6056.164.002,012611500947,American Standard 6056.164.002,American Standard 6056.164.002 Chrome AC Powered Selectronic Proximity Metering Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6056.165.002,012611378096,American Standard 6056.165.002,American Standard 6056.165.002 Chrome Vandal-Resistant AC Powered Selectronic Proximity 0.5 GPM Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6056.193.002,012611491276,American Standard 6056.193.002,American Standard 6056.193.002 Chrome AC Powered Selectronic IC proximity Faucet with 5-in Rigid Gooseneck Spout,American Standard,Ground,0,595,11
6056.202.002,012611378102,American Standard 6056.202.002,American Standard 6056.202.002 Chrome Innsbrook Vandal-Resistant 1.5 GPM AC Powered Faucet with Selectronic Technology and Cast Brass Centerset,American Standard,Ground,2,509,11
6056.204.002,012611500923,American Standard 6056.204.002,American Standard 6056.204.002 Chrome Innsbrook AC Powered Selectronic Proximity Metering 0.35 GPM Faucet with Cast Brass Centerset,American Standard,Ground,0,509,11
6056.205.002,012611378119,American Standard 6056.205.002,American Standard 6056.205.002 Chrome Innsbrook Vandal-Resistant 0.5 GPM AC Powered Faucet with Selectronic Technology and Cast Brass Centerset,American Standard,Ground,0,509,11
6057.102.002,012611378126,American Standard 6057.102.002,American Standard 6057.102.002 Chrome Vandal-Resistant Multi-AC Powered Selectronic Proximity 1.5 GPM Faucet with Cast Spout,American Standard,Ground,0,515,11
6057.105.002,012611378133,American Standard 6057.105.002,American Standard 6057.105.002 Chrome Vandal-Resistant Multi-AC Powered Selectronic Proximity 0.5 GPM Faucet with Cast Spout,American Standard,Ground,0,515,11
6057.163.002,012611380501,American Standard 6057.163.002,American Standard 6057.163.002 Chrome Vandal-Resistant Multi-AC Powered Selectronic Proximity 1.5 GPM Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6057.165.002,012611378225,American Standard 6057.165.002,American Standard 6057.165.002 Chrome Vandal-Resistant Multi-AC Powered Selectronic Proximity 0.5 GPM Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,580,11
6057.193.002,012611514241,American Standard 6057.193.002,American Standard 6057.193.002 Chrome Multi-AC Powered Selectronic IC Proximity Faucet with 5-in Rigid Gooseneck Spout,American Standard,Ground,0,595,11
6057.202.002,012611378188,American Standard 6057.202.002,American Standard 6057.202.002 Chrome Innsbrook Vandal-Resistant 1.5 GPM Multi-AC Powered Faucet with Selectronic Technology and Cast Brass Centerset,American Standard,Ground,0,509,11
6057.205.002,012611378195,American Standard 6057.205.002,American Standard 6057.205.002 Chrome Innsbrook Vandal-Resistant 0.5 GPM Multi-AC Powered Faucet with Selectronic Technology and Cast Brass Centerset,American Standard,Ground,0,509,11
6059.102.002,012611511592,American Standard 6059.102.002,American Standard 6059.102.002 Chrome Vandal-Resistant Hard-Wired AC Powered Selectronic Proximity 1.5 GPM Faucet with Cast Spout,American Standard,Ground,0,533,11
6059.105.002,012611511608,American Standard 6059.105.002,American Standard 6059.105.002 Chrome Vandal-Resistant Hard-Wired AC Powered Selectronic Proximity 0.5 GPM Faucet with Cast Spout,American Standard,Ground,0,533,11
6059.163.002,012611511615,American Standard 6059.163.002,American Standard 6059.163.002 Chrome Vandal-Resistant Hard-Wired AC Powered Selectronic Proximity 1.5 GPM Faucet with 6-in Rigid/Swivel Gooseneck Spout,American Standard,Ground,0,597,11
