model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
T005.502.295,012611418327,American Standard T005.502.295,American Standard T005.502.295 Satin Copeland Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,395,10
T005.507.002,012611520716,American Standard T005.507.002,American Standard T005.507.002 Chrome Copeland Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,226,10
T005.507.224,012611520747,American Standard T005.507.224,American Standard T005.507.224 Oil Rubbed Bronze Copeland Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,338,10
T005.507.295,012611520761,American Standard T005.507.295,American Standard T005.507.295 Satin Copeland Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,338,10
T005.508.002,012611520686,American Standard T005.508.002,American Standard T005.508.002 Chrome Copeland Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,255,10
T005.508.224,012611520693,American Standard T005.508.224,American Standard T005.508.224 Oil Rubbed Bronze Copeland Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,383,10
T005.508.295,012611520709,American Standard T005.508.295,American Standard T005.508.295 Satin Copeland Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,383,10
T005.700.002,012611431586,American Standard T005.700.002,American Standard T005.700.002 Chrome Copeland Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,71,10
T005.700.224,012611502101,American Standard T005.700.224,American Standard T005.700.224 Oil Rubbed Bronze Copeland Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,108,10
T005.700.295,012611431609,American Standard T005.700.295,American Standard T005.700.295 Satin Copeland Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,108,10
T005.730.002,012611431616,American Standard T005.730.002,American Standard T005.730.002 Chrome Copeland Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,151,10
T005.730.224,012611502088,American Standard T005.730.224,American Standard T005.730.224 Oil Rubbed Bronze Copeland Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,227,10
T005.730.295,012611431630,American Standard T005.730.295,American Standard T005.730.295 Satin Copeland Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,227,10
T005.740.002,012611431647,American Standard T005.740.002,American Standard T005.740.002 Chrome Copeland 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,216,10
T005.740.224,012611502071,American Standard T005.740.224,American Standard T005.740.224 Oil Rubbed Bronze Copeland 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,324,10
T005.740.295,012611431661,American Standard T005.740.295,American Standard T005.740.295 Satin Copeland 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,324,10
T010.430.002,012611431678,American Standard T010.430.002,American Standard T010.430.002 Chrome Green Tea Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,1,90,10
T010.430.075,012611431685,American Standard T010.430.075,American Standard T010.430.075 Stainless Steel Green Tea Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T010.500.002,012611418334,American Standard T010.500.002,American Standard T010.500.002 Chrome Green Tea Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,196,10
T010.500.075,012611418341,American Standard T010.500.075,American Standard T010.500.075 Stainless Steel Green Tea Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,291,10
T010.501.002,012611418358,American Standard T010.501.002,American Standard T010.501.002 Chrome Green Tea Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,279,10
T010.501.075,012611418365,American Standard T010.501.075,American Standard T010.501.075 Stainless Steel Green Tea Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,418,10
T010.502.002,012611418372,American Standard T010.502.002,American Standard T010.502.002 Chrome Green Tea Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,307,10
T010.502.075,012611418389,American Standard T010.502.075,American Standard T010.502.075 Stainless Steel Green Tea Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,459,10
T010.507.002,012611520785,American Standard T010.507.002,American Standard T010.507.002 Chrome Green Tea Flowise Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,271,10
T010.508.002,012611520778,American Standard T010.508.002,American Standard T010.508.002 Chrome Green Tea Flowise Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,298,10
T010.700.002,012611430954,American Standard T010.700.002,American Standard T010.700.002 Chrome Green Tea Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,68,10
T010.700.075,012611430961,American Standard T010.700.075,American Standard T010.700.075 Stainless Steel Green Tea Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T010.730.002,012611430978,American Standard T010.730.002,American Standard T010.730.002 Chrome Green Tea Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,144,10
T010.730.075,012611430985,American Standard T010.730.075,American Standard T010.730.075 Stainless Steel Green Tea Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T010.740.002,012611430992,American Standard T010.740.002,American Standard T010.740.002 Chrome Green Tea 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,206,10
T010.740.075,012611431906,American Standard T010.740.075,American Standard T010.740.075 Stainless Steel Green Tea 2-Handle Thermostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,309,10
T028.500.002,012611372698,American Standard T028.500.002,American Standard T028.500.002 Chrome Dazzle Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,138,10
T028.500.224,012611501654,American Standard T028.500.224,American Standard T028.500.224 Oil Rubbed Bronze Dazzle Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,194,10
T028.500.295,012611372711,American Standard T028.500.295,American Standard T028.500.295 Satin Dazzle Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,194,10
T028.501.002,012611372766,American Standard T028.501.002,American Standard T028.501.002 Chrome Dazzle Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,181,10
T028.501.224,012611501661,American Standard T028.501.224,American Standard T028.501.224 Oil Rubbed Bronze Dazzle Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,250,10
T028.501.295,012611372773,American Standard T028.501.295,American Standard T028.501.295 Satin Dazzle Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,250,10
T028.502.002,012611372780,American Standard T028.502.002,American Standard T028.502.002 Chrome Dazzle Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,203,10
T028.502.224,012611501678,American Standard T028.502.224,American Standard T028.502.224 Oil Rubbed Bronze Dazzle Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,284,10
T028.502.295,012611372797,American Standard T028.502.295,American Standard T028.502.295 Satin Dazzle Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,284,10
T028.900.002,012611369261,American Standard T028.900.002,American Standard T028.900.002 Chrome Dazzle Deck-Mount Tub Filler Trim Kit with Metal Lever Handles,American Standard,Ground,0,466,10
T028.900.224,012611501685,American Standard T028.900.224,American Standard T028.900.224 Oil Rubbed Bronze Dazzle Deck-Mount Tub Filler Trim Kit with Metal Lever Handles,American Standard,Ground,0,655,10
T028.900.295,012611369674,American Standard T028.900.295,American Standard T028.900.295 Satin Dazzle Deck-Mount Tub Filler Trim Kit with Metal Lever Handles,American Standard,Ground,0,655,10
T028.990.002,012611369278,American Standard T028.990.002,American Standard T028.990.002 Chrome Dazzle 2.5 GPM Handshower Trim Kit with Metal Lever Handle,American Standard,Ground,0,288,10
T028.990.224,012611501692,American Standard T028.990.224,American Standard T028.990.224 Oil Rubbed Bronze 2.5 GPM Handshower Trim Kit with Metal Lever Handle,American Standard,Ground,0,402,10
T028.990.295,012611369711,American Standard T028.990.295,American Standard T028.990.295 Satin 2.5 GPM Handshower Trim Kit with Metal Lever Handle,American Standard,Ground,0,402,10
T038.500.002,012611400063,American Standard T038.500.002,American Standard T038.500.002 Chrome Tropic Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,95,10
T038.500.295,012611400070,American Standard T038.500.295,American Standard T038.500.295 Satin Tropic Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,131,10
T038.501.002,012611400087,American Standard T038.501.002,American Standard T038.501.002 Chrome Tropic Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,118,10
T038.501.295,012611400094,American Standard T038.501.295,American Standard T038.501.295 Satin Tropic Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,165,10
T038.502.002,012611400100,American Standard T038.502.002,American Standard T038.502.002 Chrome Tropic Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,138,10
T038.502.295,012611400117,American Standard T038.502.295,American Standard T038.502.295 Satin Tropic Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,1,191,10
T038.507.002,012611520662,American Standard T038.507.002,American Standard T038.507.002 Chrome Tropic Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,114,10
T038.507.295,012611520679,American Standard T038.507.295,American Standard T038.507.295 Satin Tropic Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,160,10
T038.508.002,012611520648,American Standard T038.508.002,American Standard T038.508.002 Chrome Tropic Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,133,10
T038.508.295,012611520655,American Standard T038.508.295,American Standard T038.508.295 Satin Tropic Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,186,10
T038.900.002,012611400124,American Standard T038.900.002,American Standard T038.900.002 Chrome Tropic Deck-Mount Tub Filler Trim Kit with Metal Lever Handles,American Standard,Ground,1,331,10
T038.900.295,012611400131,American Standard T038.900.295,American Standard T038.900.295 Satin Tropic Deck-Mount Tub Filler Trim Kit with Metal Lever Handles,American Standard,Ground,0,463,10
T038.990.002,012611400148,American Standard T038.990.002,American Standard T038.990.002 Chrome Tropic Diverter and Handshower Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T038.990.295,012611400155,American Standard T038.990.295,American Standard T038.990.295 Satin Tropic Diverter and Handshower Trim Kit with Metal Lever Handle,American Standard,Ground,1,301,10
T064.430.002,012611416637,American Standard T064.430.002,American Standard T064.430.002 Chrome Serin Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,1,90,10
T064.430.295,012611416644,American Standard T064.430.295,American Standard T064.430.295 Satin Serin Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T064.500.002,012611377686,American Standard T064.500.002,American Standard T064.500.002 Chrome Serin Valve Trim Kit Only ,American Standard,Ground,1,180,10
T064.500.295,012611400599,American Standard T064.500.295,American Standard T064.500.295 Satin Serin Valve Trim Kit Only ,American Standard,Ground,0,271,10
T064.501.002,012611377679,American Standard T064.501.002,American Standard T064.501.002 Chrome Serin Shower Trim Kit Only,American Standard,Ground,1,252,10
T064.501.295,012611400582,American Standard T064.501.295,American Standard T064.501.295 Satin Serin Shower Trim Kit Only,American Standard,Ground,2,379,10
T064.502.002,012611377662,American Standard T064.502.002,American Standard T064.502.002 Chrome Serin Bath/Shower Trim Kit,American Standard,Ground,0,286,10
T064.502.295,012611400575,American Standard T064.502.295,American Standard T064.502.295 Satin Serin Bath/Shower Trim Kit,American Standard,Ground,1,430,10
T064.507.002,012611470622,American Standard T064.507.002,American Standard T064.507.002 Chrome Serin Shower Trim Kit Only,American Standard,Ground,0,252,10
T064.507.295,012611470639,American Standard T064.507.295,American Standard T064.507.295 Satin Serin Shower Trim Kit Only,American Standard,Ground,0,379,10
T064.508.002,012611470608,American Standard T064.508.002,American Standard T064.508.002 Chrome Serin Bath/Shower Trim Kit,American Standard,Ground,0,286,10
T064.508.295,012611470615,American Standard T064.508.295,American Standard T064.508.295 Satin Serin Bath/Shower Trim Kit,American Standard,Ground,0,430,10
T064.602.002,012611400537,American Standard T064.602.002,American Standard T064.602.002 Chrome Serin Pressure Balance Bath/Shower Trim Kit with Built-In Diverter,American Standard,Ground,0,332,10
T064.700.002,012611416651,American Standard T064.700.002,American Standard T064.700.002 Chrome Serin Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,68,10
T064.700.295,012611416668,American Standard T064.700.295,American Standard T064.700.295 Satin Serin Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T064.730.002,012611416590,American Standard T064.730.002,American Standard T064.730.002 Chrome Serin Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,144,10
T064.730.295,012611416606,American Standard T064.730.295,American Standard T064.730.295 Satin Serin Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T064.740.002,012611416613,American Standard T064.740.002,American Standard T064.740.002 Chrome Serin 2-Handle Thermastat Trim Kit with Metal Lever Handles,American Standard,Ground,0,206,10
T064.740.295,012611416620,American Standard T064.740.295,American Standard T064.740.295 Satin Serin 2-Handle Thermastat Trim Kit with Metal Lever Handles,American Standard,Ground,0,309,10
T184.430.002,012611525612,American Standard T184.430.002,American Standard T184.430.002 Chrome Times Square Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,88,10
T184.430.295,012611525629,American Standard T184.430.295,American Standard T184.430.295 Satin Times Square Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T184.500.002,012611525537,American Standard T184.500.002,American Standard T184.500.002 Chrome Times Square Valve Trim Kit Only ,American Standard,Ground,0,198,10
T184.500.295,012611525544,American Standard T184.500.295,American Standard T184.500.295 Satin Times Square Valve Trim Kit Only ,American Standard,Ground,0,277,10
T184.501.002,012611525513,American Standard T184.501.002,American Standard T184.501.002 Chrome Times Square Shower Trim Kit Only,American Standard,Ground,0,272,10
T184.501.295,012611525520,American Standard T184.501.295,American Standard T184.501.295 Satin Times Square Shower Trim Kit Only,American Standard,Ground,0,381,10
T184.502.002,012611525490,American Standard T184.502.002,American Standard T184.502.002 Chrome Times Square Bath/Shower Trim Kit,American Standard,Ground,0,307,10
T184.502.295,012611525506,American Standard T184.502.295,American Standard T184.502.295 Satin Times Square Bath/Shower Trim Kit,American Standard,Ground,0,430,10
T184.507.002,012611525476,American Standard T184.507.002,American Standard T184.507.002 Chrome Times Square Shower Trim Kit Only,American Standard,Ground,0,272,10
T184.507.295,012611525483,American Standard T184.507.295,American Standard T184.507.295 Satin Times Square Shower Trim Kit Only,American Standard,Ground,0,381,10
T184.508.002,012611525452,American Standard T184.508.002,American Standard T184.508.002 Chrome Times Square Bath/Shower Trim Kit,American Standard,Ground,0,307,10
T184.508.295,012611525469,American Standard T184.508.295,American Standard T184.508.295 Satin Times Square Bath/Shower Trim Kit,American Standard,Ground,0,430,10
T184.700.002,012611525599,American Standard T184.700.002,American Standard T184.700.002 Chrome Times Square Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,67,10
T184.700.295,012611525605,American Standard T184.700.295,American Standard T184.700.295 Satin Times Square Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T184.730.002,012611525575,American Standard T184.730.002,American Standard T184.730.002 Chrome Times Square Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,144,10
T184.730.295,012611525582,American Standard T184.730.295,American Standard T184.730.295 Satin Times Square Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T184.740.002,012611525551,American Standard T184.740.002,American Standard T184.740.002 Chrome Times Square 2-Handle Themostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,206,10
T184.740.295,012611525568,American Standard T184.740.295,American Standard T184.740.295 Satin Times Square 2-Handle Themostat Trim Kit with Metal Lever Handles,American Standard,Ground,0,309,10
T211.710.002,012611246326,American Standard T211.710.002,American Standard T211.710.002 Chrome Hampton Valve Trim Kit Only with Porcelain Lever Handle,American Standard,Ground,0,130,10
T211.730.002,012611246623,American Standard T211.730.002,American Standard T211.730.002 Chrome Hampton Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,130,10
T211.730.295,012611257766,American Standard T211.730.295,American Standard T211.730.295 Satin Hampton Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,196,10
T212.710.002,012611246289,American Standard T212.710.002,American Standard T212.710.002 Chrome Hampton Shower Trim Kit Only with Porcelain Lever Handle,American Standard,Ground,1,164,10
T212.730.002,012611246609,American Standard T212.730.002,American Standard T212.730.002 Chrome Hampton Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,2,164,10
T212.730.295,012611257889,American Standard T212.730.295,American Standard T212.730.295 Satin Hampton Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,245,10
T215.710.002,012611245978,American Standard T215.710.002,American Standard T215.710.002 Chrome Hampton Bath/Shower Trim Kit with Porcelain Lever Handle,American Standard,Ground,0,186,10
T215.730.002,012611246555,American Standard T215.730.002,American Standard T215.730.002 Chrome Hampton Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,1,186,10
T215.730.295,012611258008,American Standard T215.730.295,American Standard T215.730.295 Satin Hampton Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,1,284,10
T371.120.002,012611240867,American Standard T371.120.002,American Standard T371.120.002 Chrome Colony Valve Trim Kit Only with Lever Handle,American Standard,Ground,1,28,10
T371.240.002,012611263446,American Standard T371.240.002,American Standard T371.240.002 Chrome Colony Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,39,10
T372.120.002,012611237553,American Standard T372.120.002,American Standard T372.120.002 Chrome Colony Shower Trim Kit Only with Lever Handle,American Standard,Ground,0,43,10
T372.128.002,012611417610,American Standard T372.128.002,American Standard T372.128.002 Chrome Colony Flowise Shower Trim Kit Only with Lever Handle,American Standard,Ground,0,43,10
T372.240.002,012611263453,American Standard T372.240.002,American Standard T372.240.002 Chrome Colony Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,54,10
T372.248.002,012611417627,American Standard T372.248.002,American Standard T372.248.002 Chrome Colony Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,54,10
T375.120.002,012611237546,American Standard T375.120.002,American Standard T375.120.002 Chrome Colony Bath/Shower Trim Kit with Lever Handle,American Standard,Ground,0,64,10
T375.128.002,012611417634,American Standard T375.128.002,American Standard T375.128.002 Chrome Colony Flowise Bath/Shower Trim Kit Only with Lever Handle,American Standard,Ground,0,64,10
T375.240.002,012611263460,American Standard T375.240.002,American Standard T375.240.002 Chrome Colony Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,73,10
T375.248.002,012611417641,American Standard T375.248.002,American Standard T375.248.002 Chrome Colony Flowise Bath/Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,73,10
T385.500.002,012611400377,American Standard T385.500.002,American Standard T385.500.002 Chrome Reliant 3 Valve Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,57,10
T385.500.295,012611400384,American Standard T385.500.295,American Standard T385.500.295 Satin Reliant 3 Valve Trim Kit Only with Metal Lever Handles,American Standard,Ground,0,80,10
T385.501.002,012611400339,American Standard T385.501.002,American Standard T385.501.002 Chrome Reliant 3 Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,2,90,10
T385.501.295,012611400346,American Standard T385.501.295,American Standard T385.501.295 Satin Reliant 3 Shower Trim Kit Only with Metal Lever Handles,American Standard,Ground,1,124,10
T385.502.002,012611399893,American Standard T385.502.002,American Standard T385.502.002 Chrome Reliant 3 Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,119,10
T385.502.295,012611400308,American Standard T385.502.295,American Standard T385.502.295 Satin Reliant 3 Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,167,10
T385.507.002,012611417658,American Standard T385.507.002,American Standard T385.507.002 Chrome Reliant 3 Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,90,10
T385.507.295,012611417665,American Standard T385.507.295,American Standard T385.507.295 Satin Reliant 3 Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,124,10
T385.508.002,012611417672,American Standard T385.508.002,American Standard T385.508.002 Chrome Reliant 3 Flowise Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,119,10
T385.508.295,012611417689,American Standard T385.508.295,American Standard T385.508.295 Satin Reliant 3 Flowise Bath/Shower Trim Kit with Metal Lever Handles,American Standard,Ground,0,167,10
T385.522.002,012611400315,American Standard T385.522.002,American Standard T385.522.002 Chrome Reliant 3 Bath/Shower Trim Kit with Metal Lever Handle and Modernization Escutcheon Plate,American Standard,Ground,0,158,10
T415.500.002,012611460654,American Standard T415.500.002,American Standard T415.500.002 Chrome Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,98,10
T415.500.224,012611470288,American Standard T415.500.224,American Standard T415.500.224 Oil Rubbed Bronze Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,147,10
T415.500.295,012611460661,American Standard T415.500.295,American Standard T415.500.295 Satin Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,137,10
T415.501.002,012611460616,American Standard T415.501.002,American Standard T415.501.002 Chrome Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,128,10
T415.501.224,012611470295,American Standard T415.501.224,American Standard T415.501.224 Oil Rubbed Bronze Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,191,10
T415.501.295,012611460623,American Standard T415.501.295,American Standard T415.501.295 Satin Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,178,10
T415.502.002,012611460562,American Standard T415.502.002,American Standard T415.502.002 Chrome Portsmouth Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,143,10
T415.502.224,012611470301,American Standard T415.502.224,American Standard T415.502.224 Oil Rubbed Bronze Portsmouth Flowise Bath/Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,215,10
T415.502.295,012611460579,American Standard T415.502.295,American Standard T415.502.295 Satin Portsmouth Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,201,10
T420.430.002,012611460937,American Standard T420.430.002,American Standard T420.430.002 Chrome Portsmouth Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,90,10
T420.430.224,012611470370,American Standard T420.430.224,American Standard T420.430.224 Oil Rubbed Bronze Portsmouth Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,1,135,10
T420.430.295,012611460944,American Standard T420.430.295,American Standard T420.430.295 Satin Portsmouth Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,135,10
T420.432.002,012611460814,American Standard T420.432.002,American Standard T420.432.002 Chrome Portsmouth Diverter Trim Kit with Metal Cross Handle,American Standard,Ground,0,90,10
T420.432.224,012611470387,American Standard T420.432.224,American Standard T420.432.224 Oil Rubbed Bronze Portsmouth Diverter Trim Kit with Metal Cross Handle,American Standard,Ground,0,135,10
T420.432.295,012611460821,American Standard T420.432.295,American Standard T420.432.295 Satin Portsmouth Diverter Trim Kit with Metal Cross Handle,American Standard,Ground,0,135,10
T420.500.002,012611460524,American Standard T420.500.002,American Standard T420.500.002 Chrome Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,100,10
T420.500.224,012611470318,American Standard T420.500.224,American Standard T420.500.224 Oil Rubbed Bronze Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,149,10
T420.500.295,012611460531,American Standard T420.500.295,American Standard T420.500.295 Satin Portsmouth Valve Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,140,10
T420.501.002,012611460487,American Standard T420.501.002,American Standard T420.501.002 Chrome Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,1,129,10
T420.501.224,012611470325,American Standard T420.501.224,American Standard T420.501.224 Oil Rubbed Bronze Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,192,10
T420.501.295,012611460494,American Standard T420.501.295,American Standard T420.501.295 Satin Portsmouth Flowise Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,180,10
T420.502.002,012611460449,American Standard T420.502.002,American Standard T420.502.002 Chrome Portsmouth Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,0,146,10
T420.502.224,012611470332,American Standard T420.502.224,American Standard T420.502.224 Oil Rubbed Bronze Portsmouth Flowise Bath/Shower Trim Kit Only with Metal Lever Handle,American Standard,Ground,0,219,10
T420.502.295,012611460456,American Standard T420.502.295,American Standard T420.502.295 Satin Portsmouth Flowise Bath/Shower Trim Kit with Metal Lever Handle,American Standard,Ground,1,205,10
T420.700.002,012611460890,American Standard T420.700.002,American Standard T420.700.002 Chrome Portsmouth Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,68,10
T420.700.224,012611470356,American Standard T420.700.224,American Standard T420.700.224 Oil Rubbed Bronze Portsmouth Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T420.700.295,012611460906,American Standard T420.700.295,American Standard T420.700.295 Satin Portsmouth Volume Control Trim Kit with Metal Lever Handle,American Standard,Ground,0,103,10
T420.702.002,012611460777,American Standard T420.702.002,American Standard T420.702.002 Chrome Portsmouth Volume Control Trim Kit with Metal Cross Handle,American Standard,Ground,0,68,10
T420.702.224,012611470363,American Standard T420.702.224,American Standard T420.702.224 Oil Rubbed Bronze Portsmouth Volume Control Trim Kit with Metal Cross Handle,American Standard,Ground,0,103,10
T420.702.295,012611460784,American Standard T420.702.295,American Standard T420.702.295 Satin Portsmouth Volume Control Trim Kit with Metal Cross Handle,American Standard,Ground,0,103,10
T420.730.002,012611460852,American Standard T420.730.002,American Standard T420.730.002 Chrome Portsmouth Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,144,10
T420.730.224,012611470394,American Standard T420.730.224,American Standard T420.730.224 Oil Rubbed Bronze Portsmouth Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T420.730.295,012611460869,American Standard T420.730.295,American Standard T420.730.295 Satin Portsmouth Central Thermostat Trim Kit with Metal Lever Handle,American Standard,Ground,0,216,10
T420.732.002,012611460739,American Standard T420.732.002,American Standard T420.732.002 Chrome Portsmouth Central Thermostat Trim Kit with Metal Cross Handle,American Standard,Ground,0,144,10
T420.732.224,012611470400,American Standard T420.732.224,American Standard T420.732.224 Oil Rubbed Bronze Portsmouth Central Thermostat Trim Kit with Metal Cross Handle,American Standard,Ground,0,216,10
T420.732.295,012611460746,American Standard T420.732.295,American Standard T420.732.295 Satin Portsmouth Central Thermostat Trim Kit with Metal Cross Handle,American Standard,Ground,0,216,10
T420.740.002,012611460692,American Standard T420.740.002,American Standard T420.740.002 Chrome Portsmouth 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,0,206,10
T420.740.224,012611470349,American Standard T420.740.224,American Standard T420.740.224 Oil Rubbed Bronze Portsmouth 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,1,309,10
T420.740.295,012611460708,American Standard T420.740.295,American Standard T420.740.295 Satin Portsmouth 2-Handle Thermostat Trim Kit with Metal Handles,American Standard,Ground,0,309,10
T430.430.002,012611458927,American Standard T430.430.002,American Standard T430.430.002 Chrome Berwick Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,93,10
T430.430.295,012611458934,American Standard T430.430.295,American Standard T430.430.295 Satin Berwick Diverter Trim Kit with Metal Lever Handle,American Standard,Ground,0,139,10
T430.432.002,012611458941,American Standard T430.432.002,American Standard T430.432.002 Chrome Berwick Diverter Trim Kit with Metal Cross Handle,American Standard,Ground,0,93,10
T430.432.295,012611458958,American Standard T430.432.295,American Standard T430.432.295 Satin Berwick Diverter Trim Kit with Metal Cross Handle,American Standard,Ground,0,139,10
